team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
EDM,2017,EDM,2017020361,EDM,BOS,AWAY,20171126,Team Level,5on5,0.518,0.5062,0.5522,3108.0,27.078,2.232,1.73,5.941,0.82,14.691,11.585,2.142,2.359,2.263,30.0,7.0,4.0,41.0,3.0,1.0,0.0,7.0,0.0,10.0,16.0,27.0,34.0,2.0,4.0,24.0,30.0,8.0,12.0,27.0,9.0,1.0,0.74,1.07,0.422,0.0,3.0,0.0,42.808,37.0,38.427,5.0,0.361,0.422,0.422,2.171,2.295,2.203,21.379,2.077,1.555,4.942,0.701,11.694,9.031,2.044,1.95,1.92,23.0,7.0,10.0,40.0,1.0,1.0,0.0,8.0,0.0,6.0,14.0,22.0,29.0,2.0,4.0,18.0,27.0,9.0,9.0,23.0,5.0,2.0,0.904,0.612,0.561,0.0,0.0,1.0,38.024,30.0,28.445,2.0,0.322,0.306,0.306,2.093,1.96,1.937
EDM,2017,EDM,2017020361,EDM,BOS,AWAY,20171126,Team Level,4on5,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471,0.241,0.177,0.191,0.038,0.902,0.45,0.241,0.241,0.241,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.241,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.044,0.0,0.0,0.285,0.285,0.285
EDM,2017,EDM,2017020361,EDM,BOS,AWAY,20171126,Team Level,5on4,1.0,1.0,1.0,240.0,4.331,0.037,0.377,0.952,0.129,3.036,1.468,0.037,0.037,0.037,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.082,0.0,0.0,0.12,0.12,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDM,2017,EDM,2017020375,EDM,ARI,HOME,20171128,Team Level,other,0.2873,0.3125,0.2857,120.0,2.931,0.439,0.24,0.469,0.097,1.409,1.345,0.439,0.439,0.439,3.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.072,0.368,0.0,0.0,1.0,0.0,5.0,4.0,4.0,0.0,0.06,0.0,0.0,0.499,0.499,0.499,7.956,1.089,0.475,1.467,0.241,3.046,3.683,1.004,1.089,1.004,5.0,5.0,1.0,11.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,5.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,5.0,1.0,0.189,0.673,0.226,0.0,0.0,0.0,11.0,10.0,10.0,0.0,0.143,0.183,0.183,1.049,1.049,1.008
EDM,2017,EDM,2017020375,EDM,ARI,HOME,20171128,Team Level,all,0.4275,0.5141,0.4948,3860.0,34.281,3.495,2.556,7.631,1.097,19.242,13.979,3.46,3.374,3.339,27.0,21.0,25.0,73.0,3.0,1.0,0.0,7.0,2.0,18.0,17.0,24.0,45.0,3.0,6.0,37.0,24.0,11.0,18.0,30.0,17.0,1.0,0.993,2.295,0.207,0.0,2.0,1.0,70.275,48.0,46.251,6.0,0.566,0.041,0.041,4.02,3.877,3.839,37.513,4.68,2.496,8.682,1.213,17.53,14.399,4.229,4.872,4.397,31.0,18.0,20.0,69.0,2.0,7.0,1.0,7.0,0.0,11.0,22.0,29.0,47.0,4.0,8.0,40.0,15.0,9.0,8.0,32.0,11.0,6.0,1.176,1.564,1.94,0.0,0.0,2.0,72.219,49.0,51.107,6.0,0.583,1.592,1.592,3.671,3.803,3.691
EDM,2017,EDM,2017020375,EDM,ARI,HOME,20171128,Team Level,5on5,0.4263,0.5091,0.4932,3212.0,26.198,2.268,1.799,5.907,0.768,14.573,10.685,2.257,2.147,2.136,20.0,16.0,20.0,56.0,2.0,0.0,0.0,5.0,1.0,16.0,12.0,18.0,34.0,2.0,4.0,28.0,21.0,9.0,14.0,25.0,10.0,1.0,0.757,1.304,0.207,0.0,1.0,1.0,53.275,36.0,34.251,6.0,0.376,0.0,0.0,2.644,2.502,2.488,28.373,3.052,1.931,7.055,0.924,13.711,10.328,2.685,3.244,2.853,25.0,12.0,17.0,54.0,1.0,6.0,1.0,5.0,0.0,9.0,16.0,24.0,36.0,4.0,8.0,29.0,14.0,8.0,8.0,27.0,6.0,4.0,0.975,0.891,1.186,0.0,0.0,1.0,57.219,37.0,39.107,6.0,0.409,1.409,1.409,2.051,2.184,2.111
EDM,2017,EDM,2017020375,EDM,ARI,HOME,20171128,Team Level,4on5,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.184,0.54,0.09,0.16,0.049,0.773,0.389,0.54,0.54,0.54,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.011,0.0,0.529,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.031,0.0,0.0,0.571,0.571,0.571
EDM,2017,EDM,2017020375,EDM,ARI,HOME,20171128,Team Level,5on4,1.0,1.0,1.0,360.0,5.152,0.787,0.517,1.256,0.232,3.261,1.948,0.764,0.787,0.764,4.0,4.0,4.0,12.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,8.0,1.0,2.0,4.0,1.0,0.0,2.0,4.0,4.0,0.0,0.164,0.623,0.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,0.13,0.041,0.041,0.876,0.876,0.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDM,2017,EDM,2017020387,EDM,TOR,HOME,20171130,Team Level,other,0.0,0.5,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642,0.715,0.015,0.016,0.012,0.108,0.134,0.715,0.715,0.715,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.715,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.003,0.0,0.0,0.718,0.718,0.718
EDM,2017,EDM,2017020387,EDM,TOR,HOME,20171130,Team Level,all,0.3971,0.5347,0.5364,3600.0,42.106,3.187,2.813,9.79,1.315,24.183,17.712,3.036,2.973,2.832,45.0,14.0,18.0,77.0,4.0,3.0,0.0,14.0,2.0,13.0,23.0,41.0,55.0,3.0,9.0,36.0,31.0,12.0,16.0,48.0,9.0,2.0,1.705,0.942,0.54,2.0,1.0,1.0,71.41,59.0,54.922,9.0,0.579,0.516,0.516,3.25,3.04,2.945,36.191,4.838,2.285,7.923,1.066,18.711,15.242,4.773,5.16,5.088,37.0,14.0,16.0,67.0,6.0,2.0,1.0,9.0,1.0,14.0,19.0,31.0,45.0,3.0,9.0,36.0,26.0,8.0,17.0,30.0,15.0,6.0,0.646,1.891,2.3,2.0,1.0,3.0,74.34,51.0,56.297,9.0,0.494,0.218,0.218,5.114,5.456,5.401
EDM,2017,EDM,2017020387,EDM,TOR,HOME,20171130,Team Level,5on5,0.4572,0.5227,0.5253,3233.0,37.754,2.84,2.455,8.953,1.186,21.134,15.431,2.705,2.625,2.501,41.0,11.0,17.0,69.0,4.0,3.0,0.0,13.0,2.0,11.0,19.0,37.0,48.0,3.0,9.0,31.0,29.0,11.0,14.0,42.0,8.0,2.0,1.487,0.813,0.54,2.0,1.0,1.0,63.41,52.0,47.922,9.0,0.495,0.516,0.516,2.819,2.608,2.533,33.169,3.372,2.159,7.512,0.993,17.523,14.506,3.307,3.694,3.622,34.0,13.0,16.0,63.0,3.0,2.0,1.0,9.0,1.0,14.0,18.0,31.0,44.0,3.0,9.0,35.0,26.0,8.0,16.0,29.0,15.0,3.0,0.639,1.891,0.842,2.0,1.0,0.0,70.34,47.0,52.297,8.0,0.448,0.218,0.218,3.601,3.943,3.888
EDM,2017,EDM,2017020387,EDM,TOR,HOME,20171130,Team Level,4on5,0.0013,0.25,0.25,88.0,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.002,0.0,0.0,0.003,0.003,0.003,2.38,0.751,0.111,0.394,0.061,1.08,0.603,0.751,0.751,0.751,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.007,0.0,0.744,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.043,0.0,0.0,0.795,0.795,0.795
EDM,2017,EDM,2017020387,EDM,TOR,HOME,20171130,Team Level,5on4,1.0,1.0,1.0,240.0,4.052,0.346,0.347,0.827,0.118,3.039,1.322,0.33,0.346,0.33,3.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,6.0,0.0,0.0,4.0,1.0,1.0,1.0,5.0,1.0,0.0,0.217,0.13,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.082,0.0,0.0,0.428,0.428,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EDM,2017,EDM,2017020407,EDM,CGY,AWAY,20171202,Team Level,other,0.3945,0.3333,0.3333,119.0,0.691,0.043,0.039,0.207,0.024,0.327,0.361,0.043,0.043,0.043,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.011,0.0,0.0,0.053,0.053,0.053,1.401,0.066,0.095,0.306,0.039,0.863,0.632,0.065,0.066,0.065,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.029,0.0,0.0,0.094,0.094,0.093
EDM,2017,EDM,2017020407,EDM,CGY,AWAY,20171202,Team Level,all,0.5827,0.4683,0.5426,3600.0,36.053,2.726,2.456,8.373,1.17,20.517,15.758,2.682,2.976,2.927,33.0,18.0,8.0,59.0,7.0,3.0,1.0,7.0,2.0,13.0,19.0,26.0,44.0,5.0,12.0,32.0,9.0,8.0,9.0,38.0,11.0,2.0,0.868,1.364,0.494,1.0,5.0,1.0,66.823,51.0,56.398,6.0,0.536,0.458,0.458,2.805,3.065,3.049,29.869,1.952,1.864,6.95,0.974,17.205,14.055,1.924,1.824,1.798,34.0,9.0,24.0,67.0,5.0,0.0,0.0,10.0,0.0,9.0,19.0,29.0,38.0,3.0,6.0,47.0,14.0,7.0,15.0,34.0,8.0,1.0,0.964,0.737,0.25,4.0,0.0,1.0,61.0,43.0,39.701,11.0,0.409,0.0,0.0,2.361,2.206,2.176
EDM,2017,EDM,2017020407,EDM,CGY,AWAY,20171202,Team Level,5on5,0.6456,0.5106,0.5694,2851.0,28.642,2.23,1.799,6.864,0.955,16.804,12.348,2.186,2.479,2.432,25.0,16.0,7.0,48.0,6.0,2.0,1.0,4.0,2.0,9.0,18.0,19.0,35.0,4.0,8.0,23.0,9.0,6.0,8.0,30.0,10.0,1.0,0.768,1.209,0.253,1.0,4.0,1.0,55.823,41.0,46.398,5.0,0.368,0.438,0.438,2.16,2.42,2.406,21.994,1.224,1.28,5.399,0.717,12.58,9.801,1.205,1.095,1.079,24.0,7.0,15.0,46.0,3.0,0.0,0.0,7.0,0.0,6.0,15.0,21.0,28.0,2.0,4.0,34.0,14.0,5.0,14.0,25.0,6.0,0.0,0.666,0.558,0.0,3.0,0.0,0.0,40.0,31.0,27.701,11.0,0.263,0.0,0.0,1.487,1.332,1.313
EDM,2017,EDM,2017020407,EDM,CGY,AWAY,20171202,Team Level,4on5,0.4938,0.15,0.2727,389.0,2.51,0.401,0.128,0.233,0.057,0.617,1.564,0.401,0.401,0.401,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.004,0.155,0.241,0.0,1.0,0.0,3.0,3.0,3.0,1.0,0.029,0.0,0.0,0.43,0.43,0.43,5.351,0.411,0.432,1.162,0.189,3.569,2.236,0.403,0.411,0.403,7.0,1.0,9.0,17.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,6.0,7.0,1.0,2.0,8.0,0.0,0.0,0.0,6.0,2.0,0.0,0.231,0.18,0.0,1.0,0.0,0.0,17.0,8.0,8.0,0.0,0.104,0.0,0.0,0.515,0.515,0.505
EDM,2017,EDM,2017020407,EDM,CGY,AWAY,20171202,Team Level,5on4,0.1743,0.7778,0.75,241.0,4.211,0.053,0.489,1.069,0.134,2.77,1.485,0.052,0.053,0.052,5.0,1.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.129,0.02,0.02,0.162,0.162,0.159,1.122,0.251,0.057,0.084,0.029,0.193,1.385,0.251,0.251,0.251,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.001,0.0,0.25,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.014,0.0,0.0,0.265,0.265,0.265
EDM,2017,EDM,2017020428,EDM,PHI,HOME,20171206,Team Level,other,0.2737,0.6,0.6,56.0,2.468,0.548,0.277,0.444,0.077,1.245,0.408,0.475,0.548,0.475,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.034,0.164,0.351,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.076,0.351,0.351,0.273,0.273,0.258,1.423,1.454,0.038,0.017,0.018,0.26,0.213,0.97,1.454,0.97,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.454,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.011,0.0,0.0,1.465,1.465,0.974
EDM,2017,EDM,2017020428,EDM,PHI,HOME,20171206,Team Level,all,0.4625,0.4643,0.4815,3600.0,28.486,3.328,2.161,6.685,0.969,14.827,11.031,3.177,3.181,3.036,26.0,13.0,13.0,52.0,2.0,5.0,1.0,10.0,0.0,7.0,15.0,24.0,37.0,4.0,8.0,40.0,27.0,9.0,19.0,26.0,7.0,6.0,0.863,0.925,1.539,0.0,0.0,2.0,49.168,39.0,36.979,12.0,0.478,1.139,1.139,2.667,2.535,2.494,30.52,3.867,2.216,6.626,1.036,16.563,11.691,3.371,3.975,3.479,33.0,9.0,18.0,60.0,4.0,3.0,0.0,11.0,0.0,10.0,14.0,29.0,38.0,2.0,4.0,26.0,21.0,7.0,17.0,33.0,6.0,3.0,1.149,0.581,2.138,2.0,0.0,2.0,62.514,42.0,43.777,8.0,0.52,0.08,0.08,4.307,4.434,3.922
EDM,2017,EDM,2017020428,EDM,PHI,HOME,20171206,Team Level,5on5,0.5708,0.5122,0.5167,2880.0,22.041,2.112,1.523,5.66,0.761,12.082,8.863,2.043,1.966,1.902,20.0,11.0,11.0,42.0,1.0,3.0,1.0,10.0,0.0,4.0,13.0,19.0,30.0,4.0,8.0,31.0,24.0,7.0,12.0,23.0,5.0,3.0,0.729,0.635,0.748,0.0,0.0,1.0,39.168,31.0,28.979,7.0,0.318,0.562,0.562,1.868,1.737,1.712,21.441,1.588,1.386,5.001,0.7,11.441,8.885,1.583,1.696,1.691,23.0,6.0,11.0,40.0,2.0,1.0,0.0,7.0,0.0,7.0,12.0,21.0,27.0,2.0,4.0,20.0,20.0,7.0,14.0,23.0,6.0,0.0,1.007,0.581,0.0,2.0,0.0,0.0,42.514,29.0,30.777,7.0,0.289,0.042,0.042,1.835,1.962,1.957
EDM,2017,EDM,2017020428,EDM,PHI,HOME,20171206,Team Level,4on5,0.3673,0.1905,0.2143,424.0,2.581,0.479,0.173,0.341,0.072,0.628,1.307,0.47,0.479,0.47,3.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,2.0,5.0,1.0,0.0,2.0,0.039,0.0,0.44,0.0,0.0,1.0,4.0,3.0,3.0,5.0,0.039,0.226,0.226,0.292,0.292,0.291,7.657,0.825,0.792,1.609,0.318,4.863,2.593,0.818,0.825,0.818,9.0,2.0,6.0,17.0,1.0,2.0,0.0,4.0,0.0,2.0,2.0,8.0,10.0,0.0,0.0,5.0,0.0,0.0,3.0,10.0,0.0,1.0,0.142,0.0,0.683,0.0,0.0,1.0,17.0,11.0,11.0,1.0,0.221,0.039,0.039,1.007,1.007,0.991
EDM,2017,EDM,2017020428,EDM,PHI,HOME,20171206,Team Level,5on4,1.0,0.75,1.0,240.0,1.397,0.188,0.188,0.24,0.059,0.873,0.452,0.188,0.188,0.188,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.061,0.127,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.045,0.0,0.0,0.233,0.233,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDM,2017,EDM,2017020445,EDM,MTL,AWAY,20171209,Team Level,other,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.087,0.065,0.097,0.02,0.574,0.157,0.087,0.087,0.087,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.087,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.018,0.0,0.0,0.105,0.105,0.105
EDM,2017,EDM,2017020445,EDM,MTL,AWAY,20171209,Team Level,all,0.5845,0.5118,0.6044,3600.0,38.875,3.383,2.742,9.551,1.301,22.162,15.861,3.331,3.741,3.683,40.0,15.0,10.0,65.0,6.0,3.0,1.0,6.0,2.0,22.0,16.0,34.0,49.0,4.0,11.0,37.0,28.0,6.0,17.0,44.0,6.0,5.0,1.077,0.809,1.497,2.0,1.0,3.0,75.525,55.0,61.909,17.0,0.614,0.376,0.376,3.621,3.988,3.936,26.417,2.405,1.765,5.924,0.831,14.938,10.138,2.292,2.261,2.152,24.0,12.0,26.0,62.0,2.0,1.0,0.0,4.0,0.0,17.0,12.0,22.0,34.0,5.0,13.0,25.0,35.0,6.0,14.0,26.0,7.0,3.0,0.715,0.879,0.811,0.0,2.0,0.0,55.682,36.0,32.896,13.0,0.387,0.266,0.266,2.526,2.355,2.306
EDM,2017,EDM,2017020445,EDM,MTL,AWAY,20171209,Team Level,5on5,0.6252,0.5185,0.6133,2981.0,32.84,2.504,2.22,8.088,1.111,18.236,13.841,2.464,2.862,2.816,32.0,14.0,10.0,56.0,4.0,3.0,1.0,6.0,2.0,19.0,12.0,28.0,42.0,4.0,11.0,32.0,27.0,5.0,14.0,37.0,6.0,3.0,1.005,0.809,0.69,2.0,1.0,1.0,66.525,46.0,52.909,14.0,0.463,0.376,0.376,2.591,2.958,2.932,21.109,1.501,1.248,4.928,0.665,11.874,8.784,1.461,1.356,1.321,20.0,9.0,23.0,52.0,0.0,0.0,0.0,4.0,0.0,15.0,10.0,20.0,29.0,5.0,13.0,21.0,34.0,6.0,12.0,23.0,5.0,1.0,0.587,0.641,0.273,0.0,0.0,0.0,45.682,29.0,25.896,11.0,0.256,0.0,0.0,1.757,1.586,1.545
EDM,2017,EDM,2017020445,EDM,MTL,AWAY,20171209,Team Level,4on5,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.505,0.817,0.452,0.899,0.146,2.49,1.197,0.744,0.817,0.744,3.0,3.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.128,0.151,0.538,0.0,1.0,0.0,9.0,6.0,6.0,0.0,0.113,0.266,0.266,0.664,0.664,0.656
EDM,2017,EDM,2017020445,EDM,MTL,AWAY,20171209,Team Level,5on4,1.0,1.0,1.0,295.0,6.036,0.879,0.522,1.464,0.189,3.926,2.02,0.866,0.879,0.866,8.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.072,0.0,0.807,0.0,0.0,2.0,9.0,9.0,9.0,0.0,0.151,0.0,0.0,1.03,1.03,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
