team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
EDM,2010,EDM,2010020517,EDM,L.A,AWAY,20101223,Team Level,5on4,1.0,1.0,1.0,164.0,2.195,0.462,0.16,0.349,0.068,1.327,0.634,0.458,0.462,0.458,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.021,0.0,0.442,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.054,0.0,0.0,0.516,0.516,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
EDM,2010,EDM,2010020528,EDM,VAN,AWAY,20101226,Team Level,other,0.3534,0.3333,0.3333,141.0,0.741,0.082,0.052,0.12,0.021,0.336,0.39,0.082,0.082,0.082,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.082,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.013,0.0,0.0,0.096,0.096,0.096,1.633,0.15,0.106,0.339,0.039,0.677,0.689,0.15,0.15,0.15,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.055,0.094,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.026,0.0,0.0,0.176,0.176,0.176
EDM,2010,EDM,2010020528,EDM,VAN,AWAY,20101226,Team Level,all,0.333,0.3458,0.3457,3600.0,19.782,1.404,1.242,4.335,0.616,10.736,9.668,1.398,1.476,1.47,21.0,7.0,9.0,37.0,2.0,0.0,0.0,3.0,0.0,9.0,14.0,19.0,26.0,4.0,8.0,23.0,21.0,7.0,7.0,22.0,4.0,2.0,0.505,0.485,0.413,1.0,1.0,0.0,38.386,28.0,29.012,5.0,0.266,0.0,0.0,1.669,1.753,1.747,36.001,2.812,2.502,8.13,1.184,21.673,16.699,2.793,2.709,2.69,33.0,20.0,17.0,70.0,3.0,0.0,0.0,2.0,1.0,15.0,32.0,30.0,50.0,4.0,8.0,23.0,25.0,8.0,4.0,42.0,11.0,0.0,1.508,1.304,0.0,3.0,0.0,0.0,68.101,53.0,51.639,3.0,0.533,0.0,0.0,3.345,3.224,3.201
EDM,2010,EDM,2010020528,EDM,VAN,AWAY,20101226,Team Level,5on5,0.3753,0.3488,0.3636,2739.0,17.138,1.286,0.999,3.792,0.519,8.933,8.472,1.281,1.358,1.352,19.0,5.0,6.0,30.0,1.0,0.0,0.0,3.0,0.0,8.0,12.0,18.0,23.0,4.0,8.0,16.0,20.0,6.0,5.0,19.0,3.0,2.0,0.47,0.403,0.413,1.0,0.0,0.0,31.386,24.0,25.012,3.0,0.205,0.0,0.0,1.491,1.575,1.569,28.777,2.141,1.97,6.819,0.952,17.493,12.625,2.137,2.038,2.035,25.0,17.0,14.0,56.0,2.0,0.0,0.0,2.0,1.0,10.0,27.0,23.0,40.0,4.0,8.0,18.0,24.0,5.0,3.0,33.0,9.0,0.0,1.05,1.091,0.0,2.0,0.0,0.0,54.101,42.0,40.639,2.0,0.405,0.0,0.0,2.546,2.424,2.419
EDM,2010,EDM,2010020528,EDM,VAN,AWAY,20101226,Team Level,4on5,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.896,0.348,0.282,0.607,0.113,2.487,1.163,0.333,0.348,0.333,3.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.229,0.119,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.069,0.0,0.0,0.416,0.416,0.398
EDM,2010,EDM,2010020528,EDM,VAN,AWAY,20101226,Team Level,5on4,0.1683,0.5455,0.4286,360.0,1.902,0.035,0.191,0.423,0.076,1.467,0.806,0.035,0.035,0.035,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,0.047,0.0,0.0,0.082,0.082,0.082,2.695,0.173,0.143,0.366,0.08,1.016,2.222,0.173,0.173,0.173,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.034,0.0,0.0,0.207,0.207,0.207
EDM,2010,EDM,2010020542,EDM,BUF,HOME,20101228,Team Level,other,0.0,0.3333,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.137,1.035,0.022,0.02,0.034,0.371,0.519,1.035,1.035,1.035,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.035,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.006,0.0,0.0,1.041,1.041,1.041
EDM,2010,EDM,2010020542,EDM,BUF,HOME,20101228,Team Level,all,0.4989,0.549,0.5205,3600.0,27.621,3.151,1.958,6.109,0.908,14.892,10.982,2.975,3.074,2.898,31.0,7.0,18.0,56.0,2.0,1.0,0.0,8.0,1.0,9.0,17.0,29.0,36.0,1.0,2.0,20.0,17.0,11.0,17.0,23.0,11.0,4.0,0.818,1.275,1.059,0.0,2.0,0.0,54.283,38.0,37.175,12.0,0.434,0.386,0.386,3.199,3.111,2.976,25.018,3.165,1.455,5.241,0.757,13.214,11.169,3.155,3.274,3.263,21.0,14.0,11.0,46.0,4.0,0.0,0.0,3.0,1.0,11.0,16.0,17.0,31.0,4.0,8.0,23.0,18.0,6.0,14.0,24.0,8.0,3.0,0.799,1.034,1.332,2.0,1.0,1.0,47.934,35.0,36.181,12.0,0.3,0.0,0.0,3.466,3.589,3.576
EDM,2010,EDM,2010020542,EDM,BUF,HOME,20101228,Team Level,5on5,0.487,0.4815,0.4667,2943.0,19.997,1.869,1.196,4.603,0.671,10.683,8.977,1.861,1.792,1.785,23.0,5.0,11.0,39.0,2.0,0.0,0.0,8.0,0.0,4.0,14.0,21.0,26.0,1.0,2.0,17.0,17.0,9.0,16.0,18.0,8.0,2.0,0.61,0.848,0.411,0.0,2.0,0.0,37.283,28.0,27.175,11.0,0.247,0.0,0.0,2.116,2.028,2.018,23.238,1.969,1.393,5.148,0.698,12.592,10.199,1.959,2.078,2.067,19.0,13.0,10.0,42.0,3.0,0.0,0.0,3.0,1.0,11.0,14.0,16.0,29.0,4.0,8.0,18.0,17.0,5.0,11.0,24.0,7.0,1.0,0.799,0.873,0.297,2.0,1.0,0.0,43.934,32.0,33.181,9.0,0.286,0.0,0.0,2.255,2.378,2.365
EDM,2010,EDM,2010020542,EDM,BUF,HOME,20101228,Team Level,4on5,0.0,0.5,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDM,2010,EDM,2010020542,EDM,BUF,HOME,20101228,Team Level,5on4,0.8884,0.9375,0.9091,480.0,7.625,1.282,0.761,1.506,0.237,4.209,2.004,1.114,1.282,1.114,8.0,2.0,5.0,15.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,8.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,2.0,0.208,0.427,0.647,0.0,0.0,0.0,15.0,10.0,10.0,0.0,0.187,0.386,0.386,1.083,1.083,0.958,0.643,0.161,0.041,0.072,0.025,0.25,0.451,0.161,0.161,0.161,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.009,0.0,0.0,0.17,0.17,0.17
EDM,2010,EDM,2010020555,EDM,COL,HOME,20101230,Team Level,other,0.9672,0.6923,0.75,33.0,4.069,0.295,0.334,0.812,0.134,3.148,1.277,0.29,0.295,0.29,4.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,6.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.213,0.083,0.0,0.0,0.0,0.0,9.0,6.0,6.0,1.0,0.089,0.0,0.0,0.385,0.385,0.376,1.309,0.01,0.109,0.32,0.043,1.058,0.46,0.01,0.01,0.01,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.035,0.0,0.0,0.045,0.045,0.045
EDM,2010,EDM,2010020555,EDM,COL,HOME,20101230,Team Level,all,0.5164,0.5317,0.5326,3900.0,34.659,2.973,2.524,8.022,1.108,20.665,13.708,2.912,2.819,2.76,35.0,14.0,18.0,67.0,3.0,3.0,1.0,9.0,0.0,19.0,15.0,32.0,46.0,2.0,4.0,25.0,21.0,7.0,15.0,40.0,6.0,3.0,1.438,0.688,0.847,0.0,1.0,2.0,62.718,49.0,46.213,11.0,0.549,0.771,0.771,2.751,2.604,2.559,30.842,2.784,2.007,6.891,0.986,16.892,13.439,2.673,3.003,2.883,27.0,16.0,16.0,59.0,3.0,3.0,0.0,8.0,1.0,10.0,18.0,24.0,40.0,4.0,8.0,43.0,20.0,10.0,17.0,30.0,11.0,2.0,1.042,1.325,0.417,1.0,2.0,0.0,63.745,43.0,46.303,12.0,0.433,0.464,0.464,2.753,2.97,2.888
EDM,2010,EDM,2010020555,EDM,COL,HOME,20101230,Team Level,5on5,0.4801,0.5,0.5,3167.0,27.196,2.415,1.895,6.473,0.874,15.323,11.019,2.369,2.261,2.217,27.0,11.0,13.0,51.0,3.0,3.0,1.0,6.0,0.0,14.0,12.0,24.0,35.0,1.0,2.0,18.0,19.0,4.0,12.0,30.0,5.0,3.0,0.963,0.606,0.847,0.0,1.0,2.0,46.718,38.0,35.213,10.0,0.389,0.771,0.771,2.033,1.886,1.862,27.397,2.615,1.789,6.201,0.878,14.955,11.561,2.505,2.835,2.715,25.0,13.0,13.0,51.0,3.0,3.0,0.0,7.0,1.0,10.0,14.0,22.0,35.0,3.0,6.0,34.0,16.0,10.0,16.0,26.0,10.0,2.0,1.017,1.182,0.417,1.0,2.0,0.0,55.745,38.0,41.303,11.0,0.372,0.464,0.464,2.523,2.74,2.658
EDM,2010,EDM,2010020555,EDM,COL,HOME,20101230,Team Level,4on5,0.0,0.3333,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,0.007,0.044,0.199,0.024,0.457,0.269,0.007,0.007,0.007,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.011,0.0,0.0,0.018,0.018,0.018
EDM,2010,EDM,2010020555,EDM,COL,HOME,20101230,Team Level,5on4,0.6344,0.75,0.7143,460.0,3.394,0.262,0.295,0.738,0.1,2.193,1.412,0.254,0.262,0.254,4.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,1.0,2.0,5.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.071,0.0,0.0,0.333,0.333,0.321,1.403,0.151,0.064,0.172,0.041,0.423,1.149,0.151,0.151,0.151,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.008,0.143,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.015,0.0,0.0,0.167,0.167,0.167
EDM,2010,EDM,2010020572,EDM,CGY,HOME,20110101,Team Level,other,0.0,0.6,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.331,0.146,0.053,0.206,0.047,0.691,0.856,0.146,0.146,0.146,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.047,0.099,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.014,0.0,0.0,0.16,0.16,0.16
EDM,2010,EDM,2010020572,EDM,CGY,HOME,20110101,Team Level,all,0.3438,0.377,0.3239,3600.0,16.624,1.12,0.933,3.76,0.498,9.265,7.424,1.109,1.039,1.029,17.0,6.0,23.0,46.0,1.0,0.0,0.0,5.0,1.0,9.0,7.0,16.0,22.0,3.0,6.0,29.0,21.0,10.0,21.0,16.0,7.0,0.0,0.443,0.677,0.0,0.0,1.0,0.0,43.035,23.0,21.406,15.0,0.191,0.0,0.0,1.311,1.216,1.204,34.752,2.138,2.064,8.707,1.163,18.355,15.573,2.068,2.28,2.206,30.0,18.0,28.0,76.0,2.0,1.0,0.0,7.0,1.0,18.0,19.0,28.0,46.0,2.0,4.0,26.0,20.0,6.0,15.0,43.0,4.0,1.0,1.408,0.468,0.262,2.0,0.0,0.0,81.261,48.0,51.168,10.0,0.445,0.262,0.262,2.321,2.478,2.433
EDM,2010,EDM,2010020572,EDM,CGY,HOME,20110101,Team Level,5on5,0.376,0.3784,0.3538,3112.0,16.624,1.12,0.933,3.76,0.498,9.265,7.424,1.109,1.039,1.029,17.0,6.0,19.0,42.0,1.0,0.0,0.0,5.0,1.0,9.0,7.0,16.0,22.0,3.0,6.0,18.0,20.0,9.0,18.0,16.0,7.0,0.0,0.443,0.677,0.0,0.0,1.0,0.0,39.035,23.0,21.406,14.0,0.191,0.0,0.0,1.311,1.216,1.204,30.604,1.859,1.689,7.929,0.997,15.849,13.677,1.789,2.0,1.927,26.0,16.0,27.0,69.0,2.0,1.0,0.0,7.0,1.0,16.0,15.0,24.0,40.0,2.0,4.0,26.0,18.0,6.0,14.0,39.0,2.0,1.0,1.333,0.264,0.262,2.0,0.0,0.0,74.261,42.0,45.168,10.0,0.348,0.262,0.262,1.945,2.101,2.056
EDM,2010,EDM,2010020572,EDM,CGY,HOME,20110101,Team Level,4on5,0.0,0.1667,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.817,0.133,0.322,0.572,0.118,1.815,1.039,0.133,0.133,0.133,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.028,0.105,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.084,0.0,0.0,0.217,0.217,0.216
EDM,2010,EDM,2010020572,EDM,CGY,HOME,20110101,Team Level,5on4,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDM,2010,EDM,2010020589,EDM,DET,HOME,20110104,Team Level,other,0.3054,0.8,0.75,107.0,2.45,0.328,0.244,0.301,0.075,1.652,0.399,0.318,0.328,0.318,3.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.074,0.254,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.063,0.131,0.131,0.26,0.26,0.259,0.678,0.746,0.005,0.005,0.01,0.107,0.128,0.746,0.746,0.746,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.746,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.001,0.0,0.0,0.748,0.748,0.748
EDM,2010,EDM,2010020589,EDM,DET,HOME,20110104,Team Level,all,0.3795,0.469,0.4096,3600.0,24.888,2.315,1.832,5.472,0.882,13.695,9.803,2.28,2.204,2.169,25.0,9.0,19.0,53.0,3.0,3.0,0.0,4.0,1.0,13.0,10.0,22.0,31.0,2.0,4.0,20.0,15.0,14.0,10.0,24.0,8.0,2.0,0.863,0.925,0.527,2.0,1.0,0.0,50.319,34.0,32.226,7.0,0.411,0.285,0.285,2.441,2.313,2.294,36.298,3.785,2.614,7.538,1.091,18.327,15.646,3.691,4.014,3.914,37.0,12.0,11.0,60.0,5.0,5.0,0.0,9.0,2.0,12.0,16.0,32.0,44.0,3.0,6.0,37.0,14.0,9.0,15.0,34.0,12.0,3.0,1.083,1.382,1.32,2.0,3.0,0.0,63.913,49.0,52.286,11.0,0.577,0.427,0.427,3.934,4.182,4.124
EDM,2010,EDM,2010020589,EDM,DET,HOME,20110104,Team Level,5on5,0.3229,0.4096,0.3651,2893.0,16.524,1.336,0.995,3.73,0.492,8.939,7.508,1.334,1.224,1.222,16.0,7.0,11.0,34.0,3.0,0.0,0.0,4.0,0.0,9.0,7.0,13.0,20.0,2.0,4.0,17.0,14.0,12.0,9.0,18.0,4.0,1.0,0.575,0.503,0.258,2.0,1.0,0.0,31.319,23.0,21.226,6.0,0.205,0.0,0.0,1.541,1.413,1.411,29.757,2.802,2.121,6.167,0.882,15.53,12.498,2.711,3.032,2.935,30.0,10.0,9.0,49.0,5.0,2.0,0.0,7.0,2.0,10.0,14.0,25.0,35.0,3.0,6.0,30.0,12.0,5.0,12.0,26.0,12.0,2.0,0.846,1.382,0.574,2.0,3.0,0.0,52.913,40.0,43.286,10.0,0.44,0.336,0.336,2.906,3.153,3.096
EDM,2010,EDM,2010020589,EDM,DET,HOME,20110104,Team Level,4on5,0.5625,0.125,0.1667,240.0,0.758,0.081,0.052,0.09,0.024,0.225,0.529,0.081,0.081,0.081,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.011,0.0,0.0,0.092,0.092,0.092,3.74,0.063,0.405,1.065,0.14,2.003,1.325,0.062,0.063,0.062,5.0,0.0,2.0,7.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.117,0.04,0.04,0.14,0.14,0.139
EDM,2010,EDM,2010020589,EDM,DET,HOME,20110104,Team Level,5on4,0.7661,0.8235,0.7,360.0,5.155,0.57,0.541,1.35,0.291,2.88,1.367,0.548,0.57,0.548,5.0,2.0,7.0,14.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.214,0.087,0.269,0.0,0.0,0.0,14.0,7.0,7.0,0.0,0.131,0.154,0.154,0.547,0.547,0.531,2.123,0.174,0.083,0.302,0.059,0.688,1.694,0.171,0.174,0.171,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.018,0.051,0.051,0.141,0.141,0.141
EDM,2010,EDM,2010020602,EDM,NYI,HOME,20110106,Team Level,other,0.8554,0.3333,0.3333,305.0,1.335,0.503,0.076,0.176,0.049,0.691,0.505,0.503,0.503,0.503,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.043,0.0,0.46,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.018,0.0,0.0,0.522,0.522,0.522,2.722,0.085,0.233,0.666,0.103,2.133,0.779,0.085,0.085,0.085,2.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.082,0.0,0.0,0.167,0.167,0.166
EDM,2010,EDM,2010020602,EDM,NYI,HOME,20110106,Team Level,all,0.5145,0.3898,0.3553,3600.0,20.397,2.105,1.239,4.62,0.614,10.343,8.079,2.073,2.107,2.075,22.0,5.0,19.0,46.0,2.0,2.0,1.0,4.0,0.0,3.0,16.0,20.0,25.0,8.0,16.0,20.0,14.0,8.0,13.0,20.0,4.0,3.0,0.607,0.496,1.002,0.0,0.0,2.0,47.654,27.0,27.881,9.0,0.261,0.443,0.443,1.924,1.926,1.918,34.767,1.986,2.493,8.297,1.134,20.207,14.884,1.969,1.986,1.969,31.0,18.0,23.0,72.0,1.0,1.0,0.0,10.0,0.0,16.0,21.0,30.0,48.0,2.0,4.0,39.0,12.0,13.0,16.0,41.0,7.0,1.0,0.737,0.809,0.44,1.0,0.0,0.0,70.394,49.0,48.049,10.0,0.617,0.022,0.022,2.58,2.581,2.55
